Entity,Code,Year,Life Expectancy,GDP Per Capita,Annotations,Population,Continent
Croatia,HRV,2001,74.881,13818,,4408073,
Cuba,CUB,2001,76.905,4231,,11164676,
Curacao,CUW,2001,74.797,,,130405,
Cyprus,CYP,2001,78.139,23096,,960274,
Czechia,CZE,2001,75.167,17869,,10271019,
Czechoslovakia,OWID_CZS,2001,,16000,,,
Democratic Republic of Congo,COD,2001,50.667,404,,48428534,
Denmark,DNK,2001,76.953,39426,,5358059,
Djibouti,DJI,2001,57.1,1846,,733019,
Dominica,DMA,2001,74.547,5800,,69671,
Dominican Republic,DOM,2001,69.69,6917,,8598599,
Ecuador,ECU,2001,73.078,7131,,12914660,
Egypt,EGY,2001,68.796,6915,,70152662,
El Salvador,SLV,2001,69.162,5550,,5927001,
Equatorial Guinea,GNQ,2001,53.581,21168,,631662,
Eritrea,ERI,2001,55.864,,,2374721,
Estonia,EST,2001,70.845,17697,,1391739,
Eswatini,SWZ,2001,45.799,4977,,1013608,
Ethiopia,ETH,2001,52.595,784,,68159422,
Europe,,2001,73.527,,,726734626,
Faeroe Islands,FRO,2001,78.866,,,46999,
Falkland Islands,FLK,2001,78.116,,,2927,
Fiji,FJI,2001,65.863,,,813923,
Finland,FIN,2001,78.028,33482,,5200475,
Former USSR,,2001,,8850,,,
Former Yugoslavia,,2001,,8828,,,
France,FRA,2001,79.246,33920,,59384126,
French Guiana,GUF,2001,75.658,,,170443,
French Polynesia,PYF,2001,72.658,,,244929,
Gabon,GAB,2001,57.968,11105,,1258008,
Gambia,GMB,2001,56.359,1495,,1360070,
Georgia,GEO,2001,70.065,5125,,4296981,
Germany,DEU,2001,78.245,34260,,81453894,
Ghana,GHA,2001,57.158,2143,,19756929,
Gibraltar,GIB,2001,75.605,,,31604,
Greece,GRC,2001,78.789,21914,,11134447,
Greenland,GRL,2001,66.515,,,56336,
Grenada,GRD,2001,72.805,,,103242,
Guadeloupe,GLP,2001,77.395,,,420248,
Guam,GUM,2001,75.373,,,156395,
Guatemala,GTM,2001,68.304,5883,,11924941,
Guinea,GIN,2001,51.255,1091,,8417082,
Guinea-Bissau,GNB,2001,50.744,1233,,1227105,
Guyana,GUY,2001,65.532,,,745206,
Haiti,HTI,2001,57.382,1501,,8608810,
Honduras,HND,2001,70.976,3365,,6751912,
Hong Kong,HKG,2001,81.038,32734,,6664775,
Hungary,HUN,2001,72.044,13934,,10193451,
Iceland,ISL,2001,80.183,33794,,282910,
India,IND,2001,62.907,2838,,1075000094,
Indonesia,IDN,2001,66.037,5526,,214427419,
Iran,IRN,2001,70.553,9621,,66449111,
Iraq,IRQ,2001,68.983,4148,,24208178,
Ireland,IRL,2001,77.227,40966,,3842253,
Isle of Man,IMN,2001,77.991,,,77707,
Israel,ISR,2001,79.173,25427,,6060679,
Italy,ITA,2001,79.852,33511,,56875148,
Jamaica,JAM,2001,74.139,6615,,2674706,
Japan,JPN,2001,81.422,33246,,127713824,
Jordan,JOR,2001,71.907,7983,,5217328,
Kazakhstan,KAZ,2001,63.79,10589,,14910207,
Kenya,KEN,2001,51.101,1972,,32848569,
Kiribati,KIR,2001,63.446,,,85844,
Kuwait,KWT,2001,73.21,37226,,2103273,
Kyrgyzstan,KGZ,2001,66.503,3358,,4962839,
Laos,LAO,2001,59.372,2365,,5409584,
Latin America and the Caribbean,,2001,71.808,,,,
Latvia,LVA,2001,70.106,12104,,2358689,
Lebanon,LBN,2001,74.999,7837,,3990999,
Lesotho,LSO,2001,46.197,1997,,2035738,
Liberia,LBR,2001,52.236,1097,,2953928,
Libya,LBY,2001,71.038,10354,,5443249,
Liechtenstein,LIE,2001,79.001,,,33543,
Lithuania,LTU,2001,71.205,11607,,3473623,
Luxembourg,LUX,2001,77.91,50528,,440197,
Macao,MAC,2001,80.645,,,437928,
Madagascar,MDG,2001,59.129,1290,,16260933,
Malawi,MWI,2001,45.204,899,,11432001,
Malaysia,MYS,2001,72.782,13307,,23709115,
Maldives,MDV,2001,70.964,,,286309,
Mali,MLI,2001,48.758,1309,,11271603,
Malta,MLT,2001,79.217,20413,,396324,
Marshall Islands,MHL,2001,68.763,,,51411,
Martinique,MTQ,2001,78.502,,,389984,
Mauritania,MRT,2001,60.788,1964,,2702405,
Mauritius,MUS,2001,71.51,14348,,1193911,
Mayotte,MYT,2001,76.004,,,155756,
Mexico,MEX,2001,74.658,12565,,100298152,
Micronesia (country),FSM,2001,64.71,,,107170,
Moldova,MDA,2001,67.185,3151,,4187096,
Monaco,MCO,2001,81.676,,,32473,
Mongolia,MNG,2001,63.319,3134,,2419594,
Montenegro,MNE,2001,73.233,6430,,613170,
Montserrat,MSR,2001,72.505,,,4528,
Morocco,MAR,2001,69.193,5042,,29126323,
Mozambique,MOZ,2001,49.295,1219,,18221884,
Myanmar,MMR,2001,60.377,1996,,47225119,
Namibia,NAM,2001,51.399,5888,,1823667,
Nauru,NRU,2001,59.039,,,10219,
Nepal,NPL,2001,62.945,1738,,24347113,
Netherlands,NLD,2001,78.373,38636,,16018112,
Netherlands Antilles,ANT,2001,,,,283512,
New Caledonia,NCL,2001,73.762,,,221499,
New Zealand,NZL,2001,78.62,27167,,3907941,
Nicaragua,NIC,2001,69.934,2944,,5145367,
Niger,NER,2001,50.584,723,,11751364,
Nigeria,NGA,2001,46.51,2283,,125394046,
Niue,NIU,2001,70.794,,,1843,
North America,,2001,,,,491771508,
North Korea,PRK,2001,66.087,1704,,23132982,
North Macedonia,MKD,2001,73.47,7835,,2042844,
Northern America,,2001,77.191,,,,
Northern Mariana Islands,MNP,2001,73.864,,,58319,
Norway,NOR,2001,79.01,56578,,4523139,
Oceania,,2001,74.507,,,31837552,
Oman,OMN,2001,72.58,26431,,2294959,
Pakistan,PAK,2001,63.066,3177,,145978408,
Palau,PLW,2001,68.635,,,19390,
Palestine,PSE,2001,71.239,4626,,3309908,
Panama,PAN,2001,75.233,9805,,3089641,
Papua New Guinea,PNG,2001,59.487,,,5974627,
Paraguay,PRY,2001,70.786,4918,,5428442,
Peru,PER,2001,71.505,6010,,26799289,
Philippines,PHL,2001,68.835,4090,,79672869,
Poland,POL,2001,74.052,13018,,38529585,
Portugal,PRT,2001,77.075,23751,,10341456,
Puerto Rico,PRI,2001,76.199,29517,,3670308,
Qatar,QAT,2001,77.612,50526,,615013,
Reunion,REU,2001,76.382,,,748653,
Romania,ROU,2001,70.824,7860,,21989354,
Russia,RUS,2001,64.995,11391,,145830726,
Rwanda,RWA,2001,49.936,1067,,8231150,
Saint Barthlemy,,2001,77.425,,,7658,
Saint Helena,SHN,2001,78.445,,,5944,
Saint Kitts and Nevis,KNA,2001,71.375,,,44602,
Saint Lucia,LCA,2001,73.486,7014,,158184,
Saint Martin (French part),MAF,2001,77.273,,,29847,
Saint Pierre and Miquelon,SPM,2001,78.919,,,6255,
Saint Vincent and the Grenadines,VCT,2001,70.882,,,107893,
Samoa,WSM,2001,69.103,,,175394,
San Marino,SMR,2001,81.827,,,27818,
Sao Tome and Principe,STP,2001,62.017,2246,,144760,
Saudi Arabia,SAU,2001,72.759,24192,,21202646,
Senegal,SEN,2001,58.177,2010,,10036102,
Serbia,SRB,2001,72.131,6543,,9410769,
Seychelles,SYC,2001,71.274,14221,,82413,
Sierra Leone,SLE,2001,40.369,923,,4754069,
Singapore,SGP,2001,78.413,36865,,4077150,
Sint Maarten (Dutch part),SXM,2001,75.935,,,32782,
Slovakia,SVK,2001,73.497,14362,,5399995,
Slovenia,SVN,2001,76.219,22007,,1987457,
Solomon Islands,SLB,2001,67.816,,,423949,
Somalia,SOM,2001,51.213,,,9186719,
South Africa,ZAF,2001,55.089,7840,,45571272,
South America,,2001,,,,353333490,
South Korea,KOR,2001,76.499,23804,,47706226,
South Sudan,SSD,2001,49.592,,,6447791,
Spain,ESP,2001,79.56,28154,,41319431,
Sri Lanka,LKA,2001,72.233,5621,,18911727,
Sudan,SDN,2001,58.859,2076,,27971077,
Suriname,SUR,2001,67.913,,,476574,
Svalbard and Jan Mayen,SJM,2001,,,,2418,
Sweden,SWE,2001,79.893,34667,,8897802,
Switzerland,CHE,2001,80.118,44399,,7179174,
Syria,SYR,2001,73.371,7509,,16766555,
Taiwan,TWN,2001,76.38,26204,,22108715,
Tajikistan,TJK,2001,62.807,1845,,6318510,
Tanzania,TZA,2001,51.444,1214,,34385849,
Thailand,THA,2001,70.832,9819,,63539190,
Timor,TLS,2001,59.945,,,901214,
Togo,TGO,2001,53.554,1116,,5062571,
Tokelau,TKL,2001,77.98,,,1506,
Tonga,TON,2001,69.725,,,98482,
Trinidad and Tobago,TTO,2001,69.65,19737,,1271627,
Tunisia,TUN,2001,73.415,7848,,9793915,
Turkey,TUR,2001,70.56,10951,,64192243,
Turkmenistan,TKM,2001,63.842,5014,,4564087,
Turks and Caicos Islands,TCA,2001,77.05,,,21578,
Tuvalu,TUV,2001,61.793,,,9478,
Uganda,UGA,2001,47.22,1256,,24388974,
Ukraine,UKR,2001,67.267,5794,,48401648,
United Arab Emirates,ARE,2001,74.544,51263,,3302722,
United Kingdom,GBR,2001,78.011,32660,,59124277,
United States,USA,2001,76.962,45878,,284607992,
United States Virgin Islands,VIR,2001,76.808,,,108689,
Uruguay,URY,2001,74.939,12464,,3325471,
Uzbekistan,UZB,2001,67.374,4725,,25108554,
Vanuatu,VUT,2001,67.583,,,189209,
Vatican,VAT,2001,70.549,,,792,
Venezuela,VEN,2001,72.294,14298,,24646471,
Vietnam,VNM,2001,73.228,2916,,80742500,
Wallis and Futuna,WLF,2001,76.342,,,14835,
Western Sahara,ESH,2001,63.136,,,336647,
World,OWID_WRL,2001,66.57,,,6222912459,
Yemen,YEM,2001,61.216,4249,,17918369,
Zambia,ZMB,2001,44.615,1504,,10692197,
Zimbabwe,ZWE,2001,44.01,2194,,11923906,
Afghanistan,AFG,2000,55.841,502,,20779957,
Africa,,2000,52.705,,,810984230,
Albania,ALB,2000,73.955,4808,,3129246,
Algeria,DZA,2000,70.64,6835,,31042238,
American Samoa,ASM,2000,71.184,,,57816,
Americas,,2000,73.57207701,,,,
Andorra,AND,2000,78.857,,,65390,
Angola,AGO,2000,46.522,2014,,16395476,
Anguilla,AIA,2000,77.72,,,11247,
Antigua and Barbuda,ATG,2000,73.94,,,76007,
Argentina,ARG,2000,73.576,14369,,36870796,
Armenia,ARM,2000,71.409,5140,,3069597,
Aruba,ABW,2000,73.787,,,90866,
Asia,,2000,67.432,,,3740320064,
Australia,AUS,2000,79.592,36603,,18991434,
Austria,AUT,2000,78.239,34796,,8069276,
Azerbaijan,AZE,2000,66.763,4215,,8122743,
Bahamas,BHS,2000,71.914,,,298045,
Bahrain,BHR,2000,74.44,17022,,664610,
Bangladesh,BGD,2000,65.447,1485,,127657862,
Barbados,BRB,2000,77.162,12600,,271511,
Belarus,BLR,2000,67.364,9111,,9871635,
Belgium,BEL,2000,77.867,33720,,10282046,
Belize,BLZ,2000,68.847,,,247310,
Benin,BEN,2000,55.391,1909,,6865946,
Bermuda,BMU,2000,78.416,,,65016,
Bhutan,BTN,2000,60.884,,,591014,
Bolivia,BOL,2000,62.452,4174,,8418270,
Bonaire Sint Eustatius and Saba,BES,2000,74.419,,,14387,
Bosnia and Herzegovina,BIH,2000,74.403,7082,,3751176,
Botswana,BWA,2000,50.629,8044,,1643333,
Brazil,BRA,2000,70.116,9834,,174790339,
British Virgin Islands,VGB,2000,76.852,,,20313,
Brunei,BRN,2000,72.809,,,333166,
Bulgaria,BGR,2000,71.501,8411,,7997951,
Burkina Faso,BFA,2000,50.489,1275,,11607951,
Burundi,BDI,2000,49.091,740,,6378871,
Cambodia,KHM,2000,58.432,1659,,12155241,
Cameroon,CMR,2000,50.993,1961,,15513944,
Canada,CAN,2000,79.118,36943,,30588379,
Cape Verde,CPV,2000,68.583,3584,,428178,
Cayman Islands,CYM,2000,78.949,,,42305,
Central African Republic,CAF,2000,44.19,964,,3640421,
Chad,TCD,2000,47.713,716,,8355654,
Channel Islands,OWID_CIS,2000,79.037,,,148439,
Chile,CHL,2000,76.366,15212,,15342350,
China,CHN,2000,71.397,4730,,1290550767,
Colombia,COL,2000,72.945,8497,,39629965,
Comoros,COM,2000,59.46,1204,,542358,
Congo,COG,2000,52.123,4159,,3127420,
Cook Islands,COK,2000,71.596,,,17935,
Costa Rica,CRI,2000,77.452,9320,,3962369,
Cote d'Ivoire,CIV,2000,49.635,2353,,16454660,
Croatia,HRV,2000,74.794,13245,,4428075,
Cuba,CUB,2000,76.699,4009,,11126423,
Curacao,CUW,2000,74.702,,,132147,
Cyprus,CYP,2000,78.009,22327,,943288,
Czechia,CZE,2000,74.899,17056,,10289374,
Czechoslovakia,OWID_CZS,2000,,15378,,,
Democratic Republic of Congo,COD,2000,50.041,414,,47105830,
Denmark,DNK,2000,76.712,39021,,5341192,
Djibouti,DJI,2000,57.022,1881,,717577,
Dominica,DMA,2000,74.425,5697,,69650,
Dominican Republic,DOM,2000,69.429,6788,,8471317,
East Asia,,2000,,8164,,,
Eastern Europe,,2000,,8986,,,
Ecuador,ECU,2000,72.761,6908,,12681123,
Egypt,EGY,2000,68.602,6594,,68831561,
El Salvador,SLV,2000,68.875,5404,,5887930,
Equatorial Guinea,GNQ,2000,53.279,12915,,606180,
Eritrea,ERI,2000,55.273,,,2292413,
Estonia,EST,2000,70.409,16807,,1399111,
Eswatini,SWZ,2000,47.49,4895,,1005432,
Ethiopia,ETH,2000,51.941,772,,66224808,
Europe,,2000,73.372,,,726503736,
Faeroe Islands,FRO,2000,78.628,,,46738,
Falkland Islands,FLK,2000,77.861,,,2893,
Fiji,FJI,2000,65.687,,,811011,
Finland,FIN,2000,77.779,32690,,5187953,
Former USSR,,2000,,8194,,,
Former Yugoslavia,,2000,,8473,,,
France,FRA,2000,79.008,33410,,59015092,
French Guiana,GUF,2000,75.248,,,163163,
French Polynesia,PYF,2000,72.303,,,240681,
Gabon,GAB,2000,58.264,10638,,1228359,
Gambia,GMB,2000,55.956,1441,,1317708,
Georgia,GEO,2000,69.902,4892,,4362184,
Germany,DEU,2000,77.982,33367,,81400883,
Ghana,GHA,2000,57.002,2100,,19278850,
Gibraltar,GIB,2000,75.281,,,31081,
Greece,GRC,2000,78.587,20965,,11082103,
Greenland,GRL,2000,66.065,,,56177,
Grenada,GRD,2000,72.648,,,102837,
Guadeloupe,GLP,2000,77.077,,,422048,
Guam,GUM,2000,75.011,,,155323,
Guatemala,GTM,2000,67.849,5860,,11650744,
Guinea,GIN,2000,51.203,1047,,8240735,
Guinea-Bissau,GNB,2000,50.368,1231,,1201305,
Guyana,GUY,2000,65.242,,,746718,
Haiti,HTI,2000,57.131,1521,,8463802,
Honduras,HND,2000,70.689,3336,,6574510,
Hong Kong,HKG,2000,80.76,32894,,6606328,
Hungary,HUN,2000,71.721,13129,,10220509,
Iceland,ISL,2000,79.882,33108,,280439,
India,IND,2000,62.505,2753,,1056575548,
Indonesia,IDN,2000,65.772,5384,,211513822,
Iran,IRN,2000,70.176,9105,,65623397,
Iraq,IRQ,2000,69.082,3649,,23497589,
Ireland,IRL,2000,76.852,38807,,3783095,
Isle of Man,IMN,2000,77.757,,,76942,
Israel,ISR,2000,78.916,26059,,5945949,
Italy,ITA,2000,79.554,32717,,56692178,
Jamaica,JAM,2000,74.142,6531,,2654698,
Japan,JPN,2000,81.171,33211,,127524168,
Jordan,JOR,2000,71.73,7622,,5122495,
Kazakhstan,KAZ,2000,63.467,9309,,14922724,
Kenya,KEN,2000,50.921,1915,,31964557,
Kiribati,KIR,2000,63.144,,,84405,
Kuwait,KWT,2000,73.142,35845,,2045123,
Kyrgyzstan,KGZ,2000,66.338,3246,,4920712,
Laos,LAO,2000,58.803,2262,,5323701,
Latin America,,2000,,10225,,,
Latin America and the Caribbean,,2000,71.5,,,,
Latvia,LVA,2000,69.726,11310,,2384150,
Lebanon,LBN,2000,74.507,7406,,3842774,
Lesotho,LSO,2000,47.691,1967,,2032805,
Liberia,LBR,2000,51.734,972,,2848447,
Libya,LBY,2000,70.852,9771,,5357893,
Liechtenstein,LIE,2000,78.582,,,33184,
Lithuania,LTU,2000,70.967,10807,,3501842,
Luxembourg,LUX,2000,77.652,50064,,436106,
Macao,MAC,2000,80.407,,,427772,
Madagascar,MDG,2000,58.485,1239,,15766806,
Malawi,MWI,2000,45.09,967,,11148751,
Malaysia,MYS,2000,72.594,13475,,23194252,
Maldives,MDV,2000,70.173,,,279396,
Mali,MLI,2000,48.069,1153,,10946448,
Malta,MLT,2000,79.05,20435,,393649,
Marshall Islands,MHL,2000,68.423,,,50754,
Martinique,MTQ,2000,78.197,,,387016,
Mauritania,MRT,2000,60.706,1935,,2630217,
Mauritius,MUS,2000,71.2,14272,,1185147,
Mayotte,MYT,2000,75.686,,,150331,
Mexico,MEX,2000,74.34,12613,,98899845,
Micronesia (country),FSM,2000,64.55,,,107405,
Middle East,,2000,,9640,,,
Moldova,MDA,2000,67.006,2990,,4202659,
Monaco,MCO,2000,80.929,,,32148,
Mongolia,MNG,2000,62.869,2936,,2397417,
Montenegro,MNE,2000,73.228,6046,,613558,
Montserrat,MSR,2000,72.658,,,4925,
Morocco,MAR,2000,68.684,4754,,28793672,
Mozambique,MOZ,2000,48.946,1196,,17711925,
Myanmar,MMR,2000,60.063,1843,,46719698,
Namibia,NAM,2000,52.192,5972,,1794583,
Nauru,NRU,2000,58.954,,,10335,
Nepal,NPL,2000,62.288,1677,,23941099,
Netherlands,NLD,2000,78.187,37900,,15926188,
Netherlands Antilles,ANT,2000,,,,280398,
New Caledonia,NCL,2000,73.52,,,217263,
New Zealand,NZL,2000,78.324,26823,,3858992,
Nicaragua,NIC,2000,69.527,2859,,5069310,
Niger,NER,2000,49.928,693,,11331561,
Nigeria,NGA,2000,46.267,2145,,122283853,
Niue,NIU,2000,70.593,,,1902,
North America,,2000,,,,486124198,
North Korea,PRK,2000,65.268,1657,,22929078,
North Macedonia,MKD,2000,73.267,8084,,2034823,
Northern America,,2000,77.033,,,,
Northern Mariana Islands,MNP,2000,73.718,,,57453,
Norway,NOR,2000,78.793,54040,,4499375,
Oceania,,2000,74.247,,,31425087,
Oman,OMN,2000,72.126,24186,,2267973,
Pakistan,PAK,2000,62.82,3155,,142343583,
Palau,PLW,2000,68.335,,,19104,
Palestine,PSE,2000,71.022,5377,,3224009,
Panama,PAN,2000,75.06,9899,,3030333,
Papua New Guinea,PNG,2000,59.265,,,5847590,
Paraguay,PRY,2000,70.546,4896,,5323202,
Peru,PER,2000,71.111,6038,,26459944,
Philippines,PHL,2000,68.793,4034,,77991757,
Poland,POL,2000,73.7,12732,,38556699,
Portugal,PRT,2000,76.749,23372,,10297117,
Puerto Rico,PRI,2000,75.828,27392,,3668955,
Qatar,QAT,2000,77.467,45788,,592467,
Reunion,REU,2000,76.077,,,736714,
Romania,ROU,2000,70.47,7090,,22137423,
Russia,RUS,2000,65.082,10553,,146404890,
Rwanda,RWA,2000,48.649,1024,,7933688,
Saint Barthlemy,,2000,77.112,,,7416,
Saint Helena,SHN,2000,78.234,,,6054,
Saint Kitts and Nevis,KNA,2000,70.832,,,44083,
Saint Lucia,LCA,2000,73.319,7191,,156737,
Saint Martin (French part),MAF,2000,76.951,,,28935,
Saint Pierre and Miquelon,SPM,2000,78.854,,,6298,
Saint Vincent and the Grenadines,VCT,2000,70.809,,,107787,
Samoa,WSM,2000,68.748,,,174454,
San Marino,SMR,2000,81.599,,,27460,
Sao Tome and Principe,STP,2000,61.365,2219,,142264,
Saudi Arabia,SAU,2000,72.561,23905,,20663840,
Senegal,SEN,2000,57.787,1984,,9797731,
Serbia,SRB,2000,72.037,6060,,9487612,
Seychelles,SYC,2000,71.105,14380,,80998,
Sierra Leone,SLE,2000,39.441,829,,4584570,
Singapore,SGP,2000,77.969,37773,,4028872,
Sint Maarten (Dutch part),SXM,2000,75.786,,,32564,
Slovakia,SVK,2000,73.288,13905,,5399207,
Slovenia,SVN,2000,75.924,21501,,1987710,
Solomon Islands,SLB,2000,67.442,,,412665,
Somalia,SOM,2000,50.869,,,8872250,
South Africa,ZAF,2000,56.048,7583,,44967713,
South America,,2000,,,,348411890,
South Korea,KOR,2000,76.047,23108,,47379237,
South Sudan,SSD,2000,49.166,,,6199396,
South and South-East Asia,,2000,,3437,,,
Spain,ESP,2000,79.329,26995,,40824745,
Sri Lanka,LKA,2000,71.333,5841,,18777606,
Sub-Sahara Africa,,2000,,1981,,,
Sudan,SDN,2000,58.472,1951,,27275019,
Suriname,SUR,2000,67.822,,,470944,
Svalbard and Jan Mayen,SJM,2000,,,,2420,
Sweden,SWE,2000,79.725,34203,,8881642,
Switzerland,CHE,2000,79.858,43251,,7143764,
Syria,SYR,2000,73.11,7668,,16410847,
Taiwan,TWN,2000,76.041,26787,,21966528,
Tajikistan,TJK,2000,61.974,1723,,6216329,
Tanzania,TZA,2000,50.801,1149,,33499177,
Thailand,THA,2000,70.623,9627,,62952639,
Timor,TLS,2000,59.002,,,884366,
Togo,TGO,2000,53.491,1150,,4924406,
Tokelau,TKL,2000,77.803,,,1550,
Tonga,TON,2000,69.667,,,97962,
Trinidad and Tobago,TTO,2000,69.413,19180,,1267159,
Tunisia,TUN,2000,73.172,7548,,9708347,
Turkey,TUR,2000,70.005,11904,,63240196,
Turkmenistan,TKM,2000,63.613,4173,,4516128,
Turks and Caicos Islands,TCA,2000,76.914,,,20171,
Tuvalu,TUV,2000,61.701,,,9392,
Uganda,UGA,2000,46.229,1192,,23650159,
Ukraine,UKR,2000,67.258,5166,,48838058,
United Arab Emirates,ARE,2000,74.327,48888,,3134067,
United Kingdom,GBR,2000,77.761,31946,,58923305,
United States,USA,2000,76.812,45886,,281710914,
United States Virgin Islands,VIR,2000,76.623,,,108730,
Uruguay,URY,2000,74.731,13050,,3319734,
Uzbekistan,UZB,2000,67.156,4667,,24769955,
Vanuatu,VUT,2000,67.363,,,184964,
Vatican,VAT,2000,70.234,,,790,
Venezuela,VEN,2000,72.112,13993,,24192449,
Vietnam,VNM,2000,73.025,2773,,79910411,
Wallis and Futuna,WLF,2000,76.653,,,14697,
Western Europe,,2000,,32536,,,
Western Offshoots,,2000,,44329,"United States, Canada, Australia and New Zealand",,
Western Sahara,ESH,2000,62.615,,,314116,
World,OWID_WRL,2000,66.276,9915,,6143776621,
Yemen,YEM,2000,60.683,4212,,17409071,
Zambia,ZMB,2000,44,1429,,10415942,
Zimbabwe,ZWE,2000,44.649,2211,,11881482,
Afghanistan,AFG,1999,55.376,519,,20170847,
Africa,,1999,52.487,,,791504165,
Albania,ALB,1999,73.587,4432,,3122700,
Algeria,DZA,1999,70.183,6422,,30623406,
American Samoa,ASM,1999,71.179,,,57049,
Americas,,1999,73.32034347,,,,
Andorra,AND,1999,78.519,,,64367,
Angola,AGO,1999,46.093,1899,,15866871,
Anguilla,AIA,1999,77.344,,,10979,
Antigua and Barbuda,ATG,1999,73.705,,,74674,
Argentina,ARG,1999,73.396,14578,,36467218,
Armenia,ARM,1999,70.944,5000,,3089020,
Aruba,ABW,1999,73.738,,,89009,
Asia,,1999,67.081,,,3691810055,
Australia,AUS,1999,79.302,35551,,18788187,
Austria,AUT,1999,77.957,33608,,8051116,
Azerbaijan,AZE,1999,66.491,3960,,8054126,
Bahamas,BHS,1999,71.858,,,294063,
Bahrain,BHR,1999,74.239,15264,,636540,
Bangladesh,BGD,1999,64.881,1413,,125189655,
Barbados,BRB,1999,76.933,12238,,270455,
Belarus,BLR,1999,67.351,8690,,9924440,
Belgium,BEL,1999,77.672,32572,,10255161,
Belize,BLZ,1999,68.734,,,238979,
Benin,BEN,1999,55.218,1882,,6664102,
Bermuda,BMU,1999,78.108,,,64703,
Bhutan,BTN,1999,59.974,,,577886,
Bolivia,BOL,1999,61.835,4146,,8257066,
Bonaire Sint Eustatius and Saba,BES,1999,74.333,,,14632,
Bosnia and Herzegovina,BIH,1999,74.05,7026,,3743353,
Botswana,BWA,1999,51.214,7876,,1610260,
Brazil,BRA,1999,69.769,9442,,172318674,
British Virgin Islands,VGB,1999,76.647,,,20026,
Brunei,BRN,1999,72.538,,,326214,
Bulgaria,BGR,1999,71.285,7922,,8067005,
Burkina Faso,BFA,1999,50.168,1319,,11282696,
Burundi,BDI,1999,48.339,772,,6267132,
Cambodia,KHM,1999,57.604,1586,,11886464,
Cameroon,CMR,1999,50.878,1902,,15112598,
Canada,CAN,1999,78.902,35346,,30302511,
Cape Verde,CPV,1999,68.041,3347,,420456,
Cayman Islands,CYM,1999,78.58,,,40423,
Central African Republic,CAF,1999,44.461,968,,3558019,
Chad,TCD,1999,47.657,734,,8053532,
Channel Islands,OWID_CIS,1999,78.742,,,147553,
Chile,CHL,1999,76.092,14846,,15162801,
China,CHN,1999,71.063,4467,,1281514833,
Colombia,COL,1999,72.619,8382,,38999468,
Comoros,COM,1999,59.388,1189,,528853,
Congo,COG,1999,51.925,3926,,3038432,
Cook Islands,COK,1999,71.318,,,18042,
Costa Rica,CRI,1999,77.293,9184,,3885428,
Cote d'Ivoire,CIV,1999,49.891,2417,,16032573,
Croatia,HRV,1999,74.683,12580,,4456446,
Cuba,CUB,1999,76.475,3624,,11084673,
Curacao,CUW,1999,74.633,,,134302,
Cyprus,CYP,1999,77.875,21148,,926049,
Czechia,CZE,1999,74.619,16103,,10306404,
Czechoslovakia,OWID_CZS,1999,,14769,,,
Democratic Republic of Congo,COD,1999,49.557,452,,45919615,
Denmark,DNK,1999,76.475,37523,,5321771,
Djibouti,DJI,1999,56.992,1931,,699973,
Dominica,DMA,1999,74.291,5584,,69828,
Dominican Republic,DOM,1999,69.175,6420,,8343288,
Ecuador,ECU,1999,72.425,6885,,12442109,
Egypt,EGY,1999,68.357,6211,,67515591,
El Salvador,SLV,1999,68.581,5264,,5844834,
Equatorial Guinea,GNQ,1999,52.93,11690,,581765,
Eritrea,ERI,1999,54.707,,,2237412,
Estonia,EST,1999,69.979,15335,,1403784,
Eswatini,SWZ,1999,49.424,4827,,994105,
Ethiopia,ETH,1999,51.366,762,,64343008,
Europe,,1999,73.239,,,726631490,
Faeroe Islands,FRO,1999,78.333,,,46428,
Falkland Islands,FLK,1999,77.618,,,2831,
Fiji,FJI,1999,65.512,,,806302,
Finland,FIN,1999,77.523,30987,,5175921,
Former USSR,,1999,,7420,,,
Former Yugoslavia,,1999,,8036,,,
France,FRA,1999,78.779,32285,,58704381,
French Guiana,GUF,1999,74.85,,,156811,
French Polynesia,PYF,1999,71.946,,,236217,
Gabon,GAB,1999,58.646,10648,,1199058,
Gambia,GMB,1999,55.547,1386,,1277118,
Georgia,GEO,1999,69.756,4763,,4456652,
Germany,DEU,1999,77.714,32088,,81389935,
Ghana,GHA,1999,56.972,2067,,18812369,
Gibraltar,GIB,1999,75.048,,,30526,
Greece,GRC,1999,78.396,20077,,11027899,
Greenland,GRL,1999,65.679,,,56052,
Grenada,GRD,1999,72.455,,,102429,
Guadeloupe,GLP,1999,76.758,,,421035,
Guam,GUM,1999,74.646,,,153955,
Guatemala,GTM,1999,67.351,5825,,11387208,
Guinea,GIN,1999,51.295,1031,,8054745,
Guinea-Bissau,GNB,1999,49.999,1256,,1177133,
Guyana,GUY,1999,64.964,,,749676,
Haiti,HTI,1999,56.891,1513,,8319070,
Honduras,HND,1999,70.378,3215,,6397140,
Hong Kong,HKG,1999,80.451,31134,,6522461,
Hungary,HUN,1999,71.378,12317,,10249407,
Iceland,ISL,1999,79.587,32187,,277868,
India,IND,1999,62.093,2708,,1038058154,
Indonesia,IDN,1999,65.513,5187,,208615171,
Iran,IRN,1999,69.813,8715,,64800875,
Iraq,IRQ,1999,69.108,3157,,22802061,
Ireland,IRL,1999,76.52,35377,,3731472,
Isle of Man,IMN,1999,77.539,,,75996,
Israel,ISR,1999,78.671,24644,,5824944,
